Pet ID,Name,Breed,Age,Shelter ID,Adoption Link,City_x,State_x,Shelter Name,City_y,State_y,Phone,Website
76302028,Terry,Great Pyrenees,Adult,TX54,https://www.petfinder.com/dog/terry-76302028/tx/weatherford/weatherford-parker-county-animal-shelter-tx54/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Weatherford,TX,Weatherford Parker County Animal Shelter,Weatherford,TX,(817) 598-4111,https://www.petfinder.com/member/us/tx/weatherford/weatherford-parker-county-animal-shelter-tx54/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76301709,Baby Girl,American Staffordshire Terrier,Adult,TX2703,https://www.petfinder.com/dog/baby-girl-76301709/tx/mesquite/hannahs-southern-paws-tx2703/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Mesquite,TX,Hannah's Southern Paws,Mesquite,TX,(214) 734-1097,https://www.petfinder.com/member/us/tx/mesquite/hannahs-southern-paws-tx2703/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76301494,Will,Spaniel,Senior,TX276,https://www.petfinder.com/dog/will-76301494/tx/allen/city-of-allen-animal-shelter-tx276/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Allen,TX,City of Allen Animal Shelter,Allen,TX,(214) 509-4378,https://www.petfinder.com/member/us/tx/allen/city-of-allen-animal-shelter-tx276/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76301424,Penelope,Mixed Breed,Senior,TX309,https://www.petfinder.com/dog/penelope-76301424/tx/fort-worth/humane-society-of-north-texas-tx309/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,Humane Society of North Texas,Fort Worth,TX,(817) 332-4768,https://www.petfinder.com/member/us/tx/fort-worth/humane-society-of-north-texas-tx309/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76301296,Liam,Cattle Dog,Adult,TX26,https://www.petfinder.com/dog/liam-76301296/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76299952,Sir Cooper,Bull Terrier,Adult,TX26,https://www.petfinder.com/dog/sir-cooper-76299952/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76299225,Rya,Akita,Young,PA1216,https://www.petfinder.com/dog/rya-76299225/tx/klondike/safehart-safehaven-animal-rescue-team-pa1216/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Klondike,TX,SafeHART (SafeHaven Animal Rescue Team),Pottstown,PA,,https://www.petfinder.com/member/us/pa/pottstown/safehart-safehaven-animal-rescue-team-pa1216/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76299310,Brie,Chihuahua,Baby,TX2779,https://www.petfinder.com/dog/brie-76299310/tx/sanger/a-dogs-way-home-rescue-inc-tx2779/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Sanger,TX,"A Dog's Way Home Rescue, Inc.",Mathis,TX,(940) 302-0122,https://www.petfinder.com/member/us/tx/mathis/a-dogs-way-home-rescue-inc-tx2779/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76299209,Meara,Mixed Breed,Adult,TX35,https://www.petfinder.com/dog/meara-76299209/tx/graham/humane-society-of-young-county-tx35/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Graham,TX,Humane Society of Young County,Graham,TX,(940) 549-1692,https://www.petfinder.com/member/us/tx/graham/humane-society-of-young-county-tx35/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76299091,West,Pit Bull Terrier,Young,TX2909,https://www.petfinder.com/dog/west-76299091/tx/lavon/abby-road-rescue-sanctuary-tx2909/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Lavon,TX,Abby Road Rescue Sanctuary,Lavon,TX,,https://www.petfinder.com/member/us/tx/lavon/abby-road-rescue-sanctuary-tx2909/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76299002,Jessie,Coonhound,Baby,TX112,https://www.petfinder.com/dog/jessie-76299002/tx/irving/dfw-humane-society-tx112/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Irving,TX,DFW Humane Society,Irving,TX,(972) 721-7788,https://www.petfinder.com/member/us/tx/irving/dfw-humane-society-tx112/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76298686,Asher,Mastiff,Adult,TX854,https://www.petfinder.com/dog/asher-76298686/tx/seven-points/humane-society-of-cedar-creek-lake-tx854/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Seven Points,TX,Humane Society of Cedar Creek Lake,Seven Points,TX,(903) 432-3422,https://www.petfinder.com/member/us/tx/seven-points/humane-society-of-cedar-creek-lake-tx854/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76298404,JUSTINE,Great Pyrenees,Baby,TX2234,https://www.petfinder.com/dog/justine-76298404/tx/saint-jo/easy-street-animal-shelter-tx2234/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Saint Jo,TX,Easy Street Animal Shelter,Saint Jo,TX,(940) 613-6865,https://www.petfinder.com/member/us/tx/saint-jo/easy-street-animal-shelter-tx2234/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76298254,THURMAN,Great Pyrenees,Baby,TX2234,https://www.petfinder.com/dog/thurman-76298254/tx/saint-jo/easy-street-animal-shelter-tx2234/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Saint Jo,TX,Easy Street Animal Shelter,Saint Jo,TX,(940) 613-6865,https://www.petfinder.com/member/us/tx/saint-jo/easy-street-animal-shelter-tx2234/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76298200,PANDA,Great Pyrenees,Baby,TX2234,https://www.petfinder.com/dog/panda-76298200/tx/saint-jo/easy-street-animal-shelter-tx2234/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Saint Jo,TX,Easy Street Animal Shelter,Saint Jo,TX,(940) 613-6865,https://www.petfinder.com/member/us/tx/saint-jo/easy-street-animal-shelter-tx2234/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76297595,Pecos,Mixed Breed,Young,TX2337,https://www.petfinder.com/dog/pecos-76297595/tx/fort-worth/saving-hope-animal-rescue-fund-tx2337/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,Saving Hope Animal Rescue Fund,Fort Worth,TX,,https://www.petfinder.com/member/us/tx/fort-worth/saving-hope-animal-rescue-fund-tx2337/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76297439,otis,Pit Bull Terrier,Adult,TX26,https://www.petfinder.com/dog/otis-76297439/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Fort Worth,TX,City of Fort Worth Animal Shelter,Fort Worth,TX,(817) 392-1234,https://www.petfinder.com/member/us/tx/fort-worth/city-of-fort-worth-animal-shelter-tx26/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76297356,Pearl,Great Pyrenees,Young,TX2909,https://www.petfinder.com/dog/pearl-76297356/tx/lavon/abby-road-rescue-sanctuary-tx2909/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Lavon,TX,Abby Road Rescue Sanctuary,Lavon,TX,,https://www.petfinder.com/member/us/tx/lavon/abby-road-rescue-sanctuary-tx2909/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76296639,Blaze,Poodle,Adult,TX1568,https://www.petfinder.com/dog/blaze-76296639/tx/dallas/codys-friends-rescue-tx1568/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Cody's Friends Rescue,Dallas,TX,,https://www.petfinder.com/member/us/tx/dallas/codys-friends-rescue-tx1568/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295913,POOKIE,Mixed Breed,Young,TX236,https://www.petfinder.com/dog/pookie-76295913/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295922,ACE,Mixed Breed,Adult,TX236,https://www.petfinder.com/dog/ace-76295922/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295909,MARCUS,Mixed Breed,Adult,TX236,https://www.petfinder.com/dog/marcus-76295909/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295925,LUCY,Pit Bull Terrier,Adult,TX236,https://www.petfinder.com/dog/lucy-76295925/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295896,PICO,Mixed Breed,Adult,TX236,https://www.petfinder.com/dog/pico-76295896/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295882,SPRINKLES,Mixed Breed,Adult,TX236,https://www.petfinder.com/dog/sprinkles-76295882/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295884,BUGSY,Mixed Breed,Adult,TX236,https://www.petfinder.com/dog/bugsy-76295884/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295885,CORYN,Mixed Breed,Baby,TX236,https://www.petfinder.com/dog/coryn-76295885/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295880,BORKY,Mixed Breed,Young,TX236,https://www.petfinder.com/dog/borky-76295880/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295883,BLUE,Mixed Breed,Adult,TX236,https://www.petfinder.com/dog/blue-76295883/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295869,POLO,Mixed Breed,Young,TX236,https://www.petfinder.com/dog/polo-76295869/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295866,FRECKLES,Mixed Breed,Adult,TX236,https://www.petfinder.com/dog/freckles-76295866/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295859,MINNIE,Mixed Breed,Young,TX236,https://www.petfinder.com/dog/minnie-76295859/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295877,BATMAN,Mixed Breed,Young,TX236,https://www.petfinder.com/dog/batman-76295877/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295852,JAX OMARI,Mixed Breed,Young,TX236,https://www.petfinder.com/dog/jax-omari-76295852/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295871,MIMI,Mixed Breed,Adult,TX236,https://www.petfinder.com/dog/mimi-76295871/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295874,ROCKY,German Shepherd Dog,Adult,TX236,https://www.petfinder.com/dog/rocky-76295874/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295860,BELLA,Pit Bull Terrier,Adult,TX236,https://www.petfinder.com/dog/bella-76295860/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295837,ROGER,Mixed Breed,Adult,TX236,https://www.petfinder.com/dog/roger-76295837/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295810,DUKE,Mixed Breed,Senior,TX236,https://www.petfinder.com/dog/duke-76295810/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295787,CHELSEA,Mixed Breed,Baby,TX236,https://www.petfinder.com/dog/chelsea-76295787/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295778,LOLA,Mixed Breed,Young,TX236,https://www.petfinder.com/dog/lola-76295778/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295790,MICHELLE,Mixed Breed,Young,TX236,https://www.petfinder.com/dog/michelle-76295790/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295783,ROCCO,Mixed Breed,Adult,TX236,https://www.petfinder.com/dog/rocco-76295783/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295796,SPIKE,Mixed Breed,Senior,TX236,https://www.petfinder.com/dog/spike-76295796/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295777,BAILEY,Mixed Breed,Adult,TX236,https://www.petfinder.com/dog/bailey-76295777/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295815,MARLEY,Mixed Breed,Baby,TX236,https://www.petfinder.com/dog/marley-76295815/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295830,BEAU,Border Collie,Adult,TX236,https://www.petfinder.com/dog/beau-76295830/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295803,PEANUT,Mixed Breed,Baby,TX236,https://www.petfinder.com/dog/peanut-76295803/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295802,MARTY,Mixed Breed,Adult,TX236,https://www.petfinder.com/dog/marty-76295802/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295819,BASSA,Mixed Breed,Adult,TX236,https://www.petfinder.com/dog/bassa-76295819/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295826,BARON,Rottweiler,Adult,TX236,https://www.petfinder.com/dog/baron-76295826/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295844,FUDGE,Mixed Breed,Baby,TX236,https://www.petfinder.com/dog/fudge-76295844/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
76295842,CHRISTOPHER,Mixed Breed,Adult,TX236,https://www.petfinder.com/dog/christopher-76295842/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943&utm_source=api&utm_medium=partnership&utm_content=deda927d-98bb-4575-a310-15e501c37943,Dallas,TX,Dallas Animal Services & Adoption Center,Dallas,TX,(214) 671-0249,https://www.petfinder.com/member/us/tx/dallas/dallas-animal-services-and-adoption-center-tx236/?referrer_id=deda927d-98bb-4575-a310-15e501c37943
