Shelter ID,name,email,phone,url,website,mission_statement,photos,distance,address.address1,address.address2,address.city,address.state,address.postcode,address.country,hours.monday,hours.tuesday,hours.wednesday,hours.thursday,hours.friday,hours.saturday,hours.sunday,adoption.policy,adoption.url,social_media.facebook,social_media.twitter,social_media.youtube,social_media.instagram,social_media.pinterest,_links.self.href,_links.animals.href
TX2154,The Street Dog Project,placement@thestreetdogproject.org,,https://www.petfinder.com/member/us/tx/dallas/the-street-dog-project-tx2154/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://www.thestreetdogproject.org/,The Street Dog Project is comprised of a small group of volunteers who are passionate about saving street dogs in...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46690/1/?bust=1511999110&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46690/1/?bust=1511999110&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46690/1/?bust=1511999110&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46690/1/?bust=1511999110'}]",,,,Dallas,TX,75248,US,,,,,,,,,https://www.thestreetdogproject.org/adopt,https://www.facebook.com/thestreetdogproject/,,https://www.youtube.com/channel/UCyJbgSojq4runRD1K0Nq4kw,https://www.instagram.com/thestreetdogproject/,,/v2/organizations/tx2154,/v2/animals?organization=tx2154
TX2890,Reflextion Ranch,reflextionranch@gmail.com,(254) 266-4464,https://www.petfinder.com/member/us/tx/itasca/reflextion-ranch-tx2890/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,,"Our mission is to provide safety, care and assistance to local pets (and their humans!) in need.",[],,,,Itasca,TX,76055,US,,,,,,,,,https://form.jotform.com/91902230579155,https://www.facebook.com/ReflextionRanch,,,https://www.instagram.com/reflextionranch/,,/v2/organizations/tx2890,/v2/animals?organization=tx2890
TX1421,Take Me Home Pet Rescue,adopt@tmhpr.com,,https://www.petfinder.com/member/us/tx/richardson/take-me-home-pet-rescue-tx1421/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://tmhpr.com,"Take Me Home Pet Rescue (TMHPR), located in Richardson, TX, is a 100% nonprofit organization committed to reducing our homeless...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38079/1/?bust=1511997637&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38079/1/?bust=1511997637&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38079/1/?bust=1511997637&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38079/1/?bust=1511997637'}]",,580 W Arapaho Rd,Suite 433,Richardson,TX,75080,US,,,,,,10am - 1pm,,"All of our pets are spayed/neutered, microchipped and fully vetted prior to adoption. All of our adoptions require a home...",https://tmhpr.com/adopt/,https://www.facebook.com/takemehomepetrescue,,,https://www.instagram.com/takemehomepetrescue/,,/v2/organizations/tx1421,/v2/animals?organization=tx1421
TX62,Friends for Animals Adoption Shelter,friends@granburyadoptapet.org,(817) 326-3647,https://www.petfinder.com/member/us/tx/granbury/friends-for-animals-adoption-shelter-tx62/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,http://www.granburyadoptapet.org,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38459/2/?bust=1524247387&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38459/2/?bust=1524247387&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38459/2/?bust=1524247387&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38459/2/?bust=1524247387'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38459/1/?bust=1699754258&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38459/1/?bust=1699754258&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38459/1/?bust=1699754258&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38459/1/?bust=1699754258'}]",,2885 Fall Creek Hwy.,,Granbury,TX,76049,US,Closed,noon-3:00,Closed,noon-3:00,noon-3:00,noon-3:00,Closed,"You have to be 21 or over to adopt.   Adoption fee is $150.
There is also an interview with the...",,,,,,,/v2/organizations/tx62,/v2/animals?organization=tx62
TX2519,North Texas Australian Shepherd Rescue,ntasrinfo@gmail.com,,https://www.petfinder.com/member/us/tx/arlington/north-texas-australian-shepherd-rescue-tx2519/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://www.ntxaussierescue.org/,"NTASR is a non-profit 501c3 rescue organization dedicated to rescuing homeless and abandoned Australian Shepherds and Australian Shepherd mixes, primarily...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50883/1/?bust=1617227907&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50883/1/?bust=1617227907&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50883/1/?bust=1617227907&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50883/1/?bust=1617227907'}]",,,,Arlington,TX,76013,US,,,,,,,,"We utilize applications, home checks, vet references and interviews to select the best home and fit for each animal and...",https://www.ntxaussierescue.org/adopt,https://www.facebook.com/NorthTXAussieRescue,,,,,/v2/organizations/tx2519,/v2/animals?organization=tx2519
TX903,Second Chance SPCA,info@secondchancespca.org,(972) 424-0077,https://www.petfinder.com/member/us/tx/plano/second-chance-spca-tx903/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,http://secondchancespca.org,"Since 2006, Second Chance SPCA has operated a no-kill animal shelter in Plano, Texas. Our mission is to rescue pets...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38638/2/?bust=1511999682&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38638/2/?bust=1511999682&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38638/2/?bust=1511999682&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38638/2/?bust=1511999682'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38638/1/?bust=1505759849&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38638/1/?bust=1505759849&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38638/1/?bust=1505759849&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38638/1/?bust=1505759849'}]",,1700 J Avenue,,Plano,TX,75074,US,Closed,1 - 6:00,1 - 6:00,1 - 6:00,1 - 6:00,12 - 4,12 - 4,"ADOPTION PROCESS: If you are interested in adopting from Second Chance SPCA, please come to our adoption center during business...",,,,,,,/v2/organizations/tx903,/v2/animals?organization=tx903
TX2145,Forney Animal Shelter,animalshelter@forneytx.gov,(972) 552-6634,https://www.petfinder.com/member/us/tx/forney/forney-animal-shelter-tx2145/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,http://www.ForneyTx.gov/130/Animal-Control,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46630/2/?bust=1667333746&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46630/2/?bust=1667333746&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46630/2/?bust=1667333746&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46630/2/?bust=1667333746'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46630/1/?bust=1522503456&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46630/1/?bust=1522503456&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46630/1/?bust=1522503456&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46630/1/?bust=1522503456'}]",,201 Holly Leaf Trail,,Forney,TX,75126,US,10:00am-5:00pm. Closed from 1pm-2pm for lunch,10:00am-5:00pm. Closed from 1pm-2pm for lunch,10:00am-5:00pm. Closed from 1pm-2pm for lunch,10:00am-5:00pm. Closed from 1pm-2pm for lunch,Closed,10:00am-4:00pm. Closed from 1pm-2pm for lunch,Closed,"DOGS: Adoption fees are $75, which covers spay/neuter, rabies, DAPPv vaccinations, and bordetella. Sterilization surgery will be scheduled once the...",,https://www.facebook.com/ForneyAnimalShelter,,,,,/v2/organizations/tx2145,/v2/animals?organization=tx2145
TX2232,Rescue Row,info@RescueRowInc.org,(469) 469-7104,https://www.petfinder.com/member/us/tx/frisco/rescue-row-tx2232/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,http://www.rescuerowinc.org,"Rescue Row is a section 501(c)3 (non-profit) all volunteer dog rescue organization, incorporated in March 2017, serving the DFW Metroplex....","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47593/1/?bust=1498918109&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47593/1/?bust=1498918109&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47593/1/?bust=1498918109&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47593/1/?bust=1498918109'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47593/2/?bust=1512003701&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47593/2/?bust=1512003701&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47593/2/?bust=1512003701&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47593/2/?bust=1512003701'}]",,,,Frisco,TX,75033,US,,,,,,,,Our adoption fee is $300 for dogs 6 months of age and younger and $275 for dogs 7 months and...,https://form.jotform.com/91767055990166,http://Facebook.com/RescueRowInc,,,,,/v2/organizations/tx2232,/v2/animals?organization=tx2232
TX1660,Apollo Support & Rescue,asradoptioninquiry@gmail.com,(817) 658-9738,https://www.petfinder.com/member/us/tx/justin/apollo-support-and-rescue-tx1660/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://www.apollosupportandrescue.org,"We are located on 5 acres at 1170 Dove Hill Road in Justin, TX! We welcome you to come and...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/1/?bust=1497674670&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/1/?bust=1497674670&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/1/?bust=1497674670&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/1/?bust=1497674670'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/2/?bust=1497674670&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/2/?bust=1497674670&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/2/?bust=1497674670&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/2/?bust=1497674670'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/3/?bust=1511997944&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/3/?bust=1511997944&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/3/?bust=1511997944&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/3/?bust=1511997944'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/4/?bust=1534790920&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/4/?bust=1534790920&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/4/?bust=1534790920&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/4/?bust=1534790920'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/5/?bust=1534790920&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/5/?bust=1534790920&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/5/?bust=1534790920&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/5/?bust=1534790920'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/6/?bust=1534790921&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/6/?bust=1534790921&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/6/?bust=1534790921&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42034/6/?bust=1534790921'}]",,,,Justin,TX,76247,US,8 to 5  PUPPIES ARE NOT KEPT ON LOCATION,8- 5 After HOUR appts are available,8- 5 After HOUR appts are available,8- 5 After HOUR appts are available,8- 5 After HOUR appts are available,8- 5 After HOUR appts are available,8- 5 After HOUR appts are available,"If you&#039;re interested in adopting from us, please fill out our pre-application: https://form.jotform.us/asr628/ShortAdoptionInquiry

Adoption Fees for Texas residents: See below...",https://form.jotform.com/asr628/ShortAdoptionInquiry,https://www.facebook.com/asrpets/,,https://www.youtube.com/watch?v=PWBrK7Qsuwg,,,/v2/organizations/tx1660,/v2/animals?organization=tx1660
TX209,"Chihuahua Rescue & Transport, Inc",DFWcoordinator@chihuahua-rescue.com,,https://www.petfinder.com/member/us/tx/plano/chihuahua-rescue-and-transport-inc-tx209/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://www.chihuahua-rescue.com/,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38194/1/?bust=1574877767&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38194/1/?bust=1574877767&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38194/1/?bust=1574877767&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38194/1/?bust=1574877767'}]",,,,Plano,TX,75023,US,,,,,,,,,https://www.chihuahua-rescue.com/adoption-application/,https://www.facebook.com/CuteChihuahuas,,,,,/v2/organizations/tx209,/v2/animals?organization=tx209
TX1335,Animal Advocates of North Texas,animaladvocatesofnorthtexas@ymail.com,,https://www.petfinder.com/member/us/tx/keller/animal-advocates-of-north-texas-tx1335/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,,,[],,P.O. Box 1323,,Keller,TX,76244,US,,,,,,,,,,,,,,,/v2/organizations/tx1335,/v2/animals?organization=tx1335
TX2184,Mini Mutts Animal Rescue,mini-mutts@outlook.com,,https://www.petfinder.com/member/us/tx/grand-prairie/mini-mutts-animal-rescue-tx2184/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,http://www.mini-mutts.org,"We are a 501c3 non profit organization that is dedicated to helping save the lives of unwanted, abandoned dogs/cats from...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47076/3/?bust=1707420161&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47076/3/?bust=1707420161&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47076/3/?bust=1707420161&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47076/3/?bust=1707420161'}]",,,,Grand Prairie,TX,75050,US,,,,,,,,We schedule private meet and greets with approved adopters.  Please email us for an application. We are a foster based...,,,,,,,/v2/organizations/tx2184,/v2/animals?organization=tx2184
TX01,Plano Animal Shelter,debbien@plano.gov,(972) 769-4360,https://www.petfinder.com/member/us/tx/plano/plano-animal-shelter-tx01/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,http://www.planoanimalshelter.org,"The Animal Services Department is committed to partner with Plano’s citizens, veterinarians, and animal welfare organizations to promote responsible pet...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/37768/1/?bust=1498065971&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/37768/1/?bust=1498065971&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/37768/1/?bust=1498065971&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/37768/1/?bust=1498065971'}]",,4028 Plano Parkway,,Plano,TX,75093,US,9-6,9-6,9-6,9-6,9-6,10-4,10-4,Adoptions are first come first serve. There is no application. Anyone over 18 years of age is eligible to adopt...,,https://www.facebook.com/PlanoAnimalShelter/,,,https://www.instagram.com/cityofplano/,,/v2/organizations/tx01,/v2/animals?organization=tx01
TX480,Sherman Animal Services,aco@cityofsherman.com,(903) 892-7255,https://www.petfinder.com/member/us/tx/sherman/sherman-animal-services-tx480/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://shermananimalshelter.com/,Sherman Animal Services strives to promote responsible pet ownership and to efficiently enforce state and local laws through partnering with...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38377/1/?bust=1547233784&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38377/1/?bust=1547233784&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38377/1/?bust=1547233784&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38377/1/?bust=1547233784'}]",,,,Sherman,TX,75090,US,10am - 4pm,10am - 4pm,Closed,10am - 4pm,10am - 4pm,10am - 4pm,Closed,Adoptions are first come first serve. Anyone over 18 years of age is eligible to adopt provided that they meet...,,https://www.facebook.com/FriendsoftheShermanAnimalShelter/,,,,,/v2/organizations/tx480,/v2/animals?organization=tx480
TX2718,Pawsome Pals Animal Rescue,pawsomepalsrescue@yahoo.com,(214) 444-3282,https://www.petfinder.com/member/us/tx/kaufman/pawsome-pals-animal-rescue-tx2718/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://www.pawsomepals.org,Our mission is to rescue pets in need.  Our area is highly populated with starved and abandoned pets.  We try...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/53054/1/?bust=1684440902&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/53054/1/?bust=1684440902&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/53054/1/?bust=1684440902&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/53054/1/?bust=1684440902'}]",,,,Kaufman,TX,75142,US,,,,,,,,"Once the vetting is complete and they are ready for adoption we would talk with any interested families.  

We would...",,https://www.facebook.com/profile.php?id=100092607968123,,,,,/v2/organizations/tx2718,/v2/animals?organization=tx2718
TX277,"Clay County Animal Shelter, Inc.",claycritters@ccastx.com,(940) 538-6757,https://www.petfinder.com/member/us/tx/henrietta/clay-county-animal-shelter-inc-tx277/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,,"Our mission is to help pets and strays that come in off the streets in the Clay County, TX area...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38246/1/?bust=1554353278&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38246/1/?bust=1554353278&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38246/1/?bust=1554353278&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38246/1/?bust=1554353278'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38246/2/?bust=1554353818&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38246/2/?bust=1554353818&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38246/2/?bust=1554353818&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38246/2/?bust=1554353818'}]",,P.O. Box 274,503 N. Carroll Street,Henrietta,TX,76365,US,9 a.m.- 1 p.m.,9 a.m.- 1 p.m.,9 a.m. - 1 p.m.,9 a.m.- 1 p.m.,9 a.m.- 1 p.m.,9 a.m.- 1 p.m.,9 a.m.- 1 p.m.,"Any current pets or any you have had in the last seven years had to have been spayed/neutered, kept up...",,https://www.facebook.com/CCASofTX,,,,,/v2/organizations/tx277,/v2/animals?organization=tx277
TX1500,It's Raining Dogs Dog Rescue,glorybegood@gmail.com,(214) 682-0095,https://www.petfinder.com/member/us/tx/farmersville/its-raining-dogs-dog-rescue-tx1500/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,,,[],,,,Farmersville,TX,75442,US,,,,,,,,Please fill out an application if interested in a pet.  Text a photo of the completed application to us at...,https://form.jotform.com/251306820431143,,,,,,/v2/organizations/tx1500,/v2/animals?organization=tx1500
TX2880,Flying B Animal Rescue & Sanctuary,adopt@flyingbrescue.org,(972) 885-7868,https://www.petfinder.com/member/us/tx/ennis/flying-b-animal-rescue-and-sanctuary-tx2880/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://www.flyingbrescue.org/adopt,,[],,,,Ennis,TX,75119,US,,,,,,,,"Adoption Prices:  

Dogs under 7:  $400.00
Dogs 7 or older: $300.00
Out of State Transport Fee: $150.00

To get the...",https://www.flyingbrescue.org/adopt,https://www.facebook.com/flying.b.rescue,,,,,/v2/organizations/tx2880,/v2/animals?organization=tx2880
TX2609,The Happy Pet Project,Adoption@thehappypetproject.org,,https://www.petfinder.com/member/us/tx/grapevine/the-happy-pet-project-tx2609/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://www.thehappypetproject.org/adoptahappypet,The mission of The Happy Pet Project is to partner with local municipal shelters to end the overpopulation of companion...,[],,,,Grapevine,TX,76051,US,,,,,,,,,https://www.thehappypetproject.org/adoptahappypet,https://www.facebook.com/texasgooddeedsproject,,,https://www.instagram.com/texasgooddeedsproject,,/v2/organizations/tx2609,/v2/animals?organization=tx2609
TX2767,Sasha's Pals,sashaspals@yahoo.com,(817) 992-5031,https://www.petfinder.com/member/us/tx/southlake/sashas-pals-tx2767/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://www.sashaspals.com,We vet and care for unwated animals and then find loving homes for them.,[],,,,Southlake,TX,76092,US,,,,,,,,Adopters fill out an application.  We check references/home/vet/etc and make sure the app is okay for the specific animal.  We...,,https://www.facebook.com/sashaspals,,,,,/v2/organizations/tx2767,/v2/animals?organization=tx2767
TX69,Rowlett Animal Shelter,amoore@rowlett.com,(972) 412-6219,https://www.petfinder.com/member/us/tx/rowlett/rowlett-animal-shelter-tx69/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,,,[],,4402 Industrial St.,,Rowlett,TX,75088,US,10am-5pm,10am-5pm,10am-5pm,10am-5pm,10am-5pm,10am-5pm,,,,,,,,,/v2/organizations/tx69,/v2/animals?organization=tx69
TX2238,FixinTexas Animal Advocates,Fixintexas2017@yahoo.com,(972) 351-7261,https://www.petfinder.com/member/us/tx/point/fixintexas-animal-advocates-tx2238/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47645/1/?bust=1508591144&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47645/1/?bust=1508591144&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47645/1/?bust=1508591144&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/47645/1/?bust=1508591144'}]",,,,Point,TX,75472,US,,,,,,,,,,,,,,,/v2/organizations/tx2238,/v2/animals?organization=tx2238
TX337,4PAWS,admin@4pawsinc.org,,https://www.petfinder.com/member/us/tx/benbrook/4paws-tx337/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,http://www.4pawsinc.org,"4PAWS is an IRS recognized non-profit organization operated exclusively for the promotion of animal welfare.  The objectives are, but not...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38282/1/?bust=1534596265&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38282/1/?bust=1534596265&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38282/1/?bust=1534596265&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38282/1/?bust=1534596265'}]",,PO Box 126452,,Benbrook,TX,76126,US,,,,,,,,"Dogs - Adoptions are held Tuesday, Wednesday and Fri - Sun by 4PAWS volunteers at the following:

Benbrook Animal Shelter...",,,,,,,/v2/organizations/tx337,/v2/animals?organization=tx337
TX2529,For the Dogs Rescue,forthedogsrescue@gmail.com,(214) 908-8541,https://www.petfinder.com/member/us/tx/carrollton/for-the-dogs-rescue-tx2529/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://forthedogsrescue.org,For the Dogs Rescue is a foster-based dog rescue dedicated to decreasing the number of homeless animals in the DFW...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50988/1/?bust=1621084435&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50988/1/?bust=1621084435&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50988/1/?bust=1621084435&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50988/1/?bust=1621084435'}]",,,,Carrollton,TX,75007,US,,,,,,,,"NATIONWIDE TRANSPORT OFFERED 

Adoption fee - $100-150
Transport fee outside of Texas - $150 

After submitting an application for adoption,...",https://forthedogsrescue.org/adoptionapplication,https://www.facebook.com/For-the-Dogs-Rescue-101139675440014/?ref=pages_you_manage,,,https://www.instagram.com/forthedogs_rescue/,,/v2/organizations/tx2529,/v2/animals?organization=tx2529
OK563,Madill Animal Shelter,bkarger@cityofmadill.com,(580) 872-4660,https://www.petfinder.com/member/us/ok/madill/madill-animal-shelter-ok563/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,,Small town shelter trying to do big things.,[],,,,Madill,OK,73446,US,10-4,10-4,10-4,10-4,10-4,,,,,https://www.facebook.com/profile.php?id=100006843196959&sk=about,,,,,/v2/organizations/ok563,/v2/animals?organization=ok563
TX2081,Ninja Paws Rescue,NinjaPaws@yahoo.com,,https://www.petfinder.com/member/us/tx/fort-worth/ninja-paws-rescue-tx2081/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,http://ninjapawsrescue.org,"Ninja Paws Rescue is a 501 (c)(3), non-profit and all donations are tax deductiblle. We primarily service the DFW area...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46005/1/?bust=1497843361&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46005/1/?bust=1497843361&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46005/1/?bust=1497843361&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/46005/1/?bust=1497843361'}]",,,,Fort Worth,TX,76124,US,,,,,,,,Most of our animals are rescued from local high-kill shelters and some are literally saved right off of the street....,http://www.NinjaPawsRescue.org,https://www.facebook.com/NinjaPawsRescue/,,,https://www.instagram.com/ninjapawsrescuefw,,/v2/organizations/tx2081,/v2/animals?organization=tx2081
