Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A591661,MAX,DOG,BLACK,,Neutered,2015-06-10,2017-06-10,NORMAL,OWNER SURRENDER,OTC,MOVE,2017-06-18,"1100 CHERRY AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SOCIAL MED,33.7808458,-118.1675304,Alive on Intake,False,1,"33.7808458, -118.1675304"
A629744,*LAMBCHOP,DOG,WHITE,,Male,2005-07-11,2019-07-11,NORMAL,STRAY,OTC,,2019-07-21,"1100 DAISY AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,FIXLB,33.7801918,-118.1993847,Alive on Intake,False,1,"33.7801918, -118.1993847"
A604840,GOLIATH,DOG,TAN,WHITE,Neutered,2015-03-15,2019-09-22,NORMAL,CONFISCATE,VICIOUS,,2019-09-27,"171 E 68TH ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,,33.8778902,-118.201193,Alive on Intake,False,1,"33.8778902, -118.201193"
A738027,SHANEL,DOG,BROWN,,Female,2021-03-10,2025-03-10,NORMAL,STRAY,FIELD,,2025-03-11,"17100 BLK GRIDLEY, CERRITOS 90703",CERRITOS,RETURN TO OWNER,WALKIN,33.8755082,-118.0913804,Alive on Intake,False,1,"33.8755082, -118.0913804"
A612788,*QUINCY,DOG,BR BRINDLE,WHITE,Male,2015-08-14,2018-08-14,NORMAL,STRAY,FIELD,,2018-10-09,"3300 BLK MAGNOLIA AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,BEH SEVERE,33.817284,-118.1976524,Alive on Intake,True,0,"33.817284, -118.1976524"
A659077,*RUPERT,DOG,BROWN,,Male,2012-06-18,2021-06-18,ILL MILD,STRAY,OTC,,2021-06-23,"1100 E 10TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,BULLDOGRES,33.7788316,-118.1788917,Alive on Intake,False,1,"33.7788316, -118.1788917"
A612396,BO,DOG,BROWN,,Neutered,2015-08-04,2018-08-04,NORMAL,STRAY,FIELD,,2018-08-09,"3300 BLK N CREST DR, LONG BEACH, CA 90807",LONG BEACH,RETURN TO OWNER,WALKIN,33.817634,-118.1908511,Alive on Intake,False,1,"33.817634, -118.1908511"
A724873,*MAHALO,DOG,BROWN,BLACK,Neutered,2020-07-16,2024-07-16,NORMAL,STRAY,FIELD,,2024-09-20,"3300 BLK N LOS COYOTES DIAGIONAL, LONG BEACH, CA",LONG BEACH,ADOPTION,WEB,33.8163846,-118.1113374,Alive on Intake,False,1,"33.8163846, -118.1113374"
A624457,CHEYANNE,DOG,WHITE,TRICOLOR,Female,2016-04-10,2019-04-10,NORMAL,SAFE KEEP,HOSPITAL,,2019-04-10,"3300 BLK N NORWALK BLVD, LONG BEACH, CA 90808",LONG BEACH,RETURN TO OWNER,WALKIN,33.8176788,-118.0718166,Alive on Intake,False,1,"33.8176788, -118.0718166"
A672775,*CHARLOTTE,DOG,BR BRINDLE,GRAY,Female,2019-04-08,2022-04-07,NORMAL,STRAY,OTC,,2023-03-22,"3300 BLK NORWALK BLVD, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,,33.8141133,-118.0718271,Alive on Intake,False,1,"33.8141133, -118.0718271"
A597548,,DOG,WHITE,,Female,2015-09-22,2017-09-22,NORMAL,STRAY,FIELD,,2017-09-28,"1100 E 21ST ST, LONG BEACH,CA 90806",LONG BEACH,TRANSFER,SPCALA,33.7953172,-118.178528,Alive on Intake,False,1,"33.7953172, -118.178528"
A596114,KRAZY,DOG,BROWN,,Male,2016-03-27,2017-08-27,NORMAL,SAFE KEEP,HOSPITAL,,2017-09-06,"3300 BLK PACIFIC AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,PHONE,33.8172619,-118.1935728,Alive on Intake,False,1,"33.8172619, -118.1935728"
A638522,STONEY,DOG,BLACK,BROWN,Male,2018-05-13,2020-01-13,ILL MILD,STRAY,FIELD,,2020-01-15,"1100 E WILLOW ST, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.8038878,-118.1780757,Alive on Intake,False,1,"33.8038878, -118.1780757"
A680738,HARLEY,DOG,WHITE,,Neutered,2018-07-23,2022-07-23,NORMAL,STRAY,OTC,,2022-08-05,"1100 FREEMAN AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WEB,33.7810085,-118.1553752,Alive on Intake,False,1,"33.7810085, -118.1553752"
A605665,,DOG,TRICOLOR,,Female,2017-04-01,2018-04-01,NORMAL,STRAY,FIELD,,2018-04-07,"1100 GARDENIA AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7807811,-118.1687246,Alive on Intake,False,1,"33.7807811, -118.1687246"
A604070,BOBBY,DOG,WHITE,,Male,2016-02-23,2018-08-22,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2018-08-23,"1100 HOFFMAN AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7807842,-118.1736372,Alive on Intake,False,1,"33.7807842, -118.1736372"
A593948,*AZALEA,DOG,BLACK,BROWN,Female,2016-07-20,2017-07-20,NORMAL,STRAY,FIELD,,2017-07-26,"1100 LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7810832,-118.1864131,Alive on Intake,False,1,"33.7810832, -118.1864131"
A639883,MIMI,DOG,BROWN,BLACK,Female,2019-09-19,2020-02-13,NORMAL,OWNER SURRENDER,OTC,JUMPS UP,2020-02-14,"17300 BLK HORST AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8744039,-118.0748898,Alive on Intake,False,1,"33.8744039, -118.0748898"
A692334,PRINCESS,DOG,GRAY,BROWN,Female,2010-01-23,2023-01-23,NORMAL,STRAY,FIELD,,2023-01-24,1100 MAGNOLIA,LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7801815,-118.1980402,Alive on Intake,False,1,"33.7801815, -118.1980402"
A693228,HEAVEN,DOG,BROWN,,Female,2022-02-10,2023-02-10,NORMAL,WELFARE SEIZED,ABAN FIELD,,2023-02-11,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,RETURN TO OWNER,WALKIN,33.8171037,-118.2154046,Alive on Intake,False,1,"33.8171037, -118.2154046"
A692335,*BUTTERSCOTCH,DOG,BROWN,,Female,2022-01-24,2023-01-23,NORMAL,STRAY,FIELD,,2023-01-24,1100 MAGNOLIA,LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7801815,-118.1980402,Alive on Intake,False,1,"33.7801815, -118.1980402"
A592662,BLUE,DOG,BLUE,GRAY,Male,2014-06-29,2017-06-29,BEHAVIOR  SEVERE,OWNER SURRENDER,OTC,LANDLORD,2017-07-28,"1100 MOLINO AVE, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,BEH MODERA,33.7807871,-118.161129,Alive on Intake,True,0,"33.7807871, -118.161129"
A678644,APPA,DOG,BLACK,BROWN,Male,2022-01-01,2022-07-01,NORMAL,STRAY,FIELD,,2022-07-01,"17300 STUDEBAKER RD, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,WALKIN,33.8748734,-118.0994168,Alive on Intake,False,1,"33.8748734, -118.0994168"
A605597,CHESTER,DOG,BLONDE,,Neutered,2016-03-31,2018-03-31,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2018-04-01,"17400 BLK NIAGARA AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8730723,-118.0660567,Alive on Intake,False,1,"33.8730723, -118.0660567"
A540286,BLUE,DOG,WHITE,,Male,2014-03-02,2017-03-02,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2017-03-06,"1100 OHIO AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,SPCALA,33.780938,-118.1598328,Alive on Intake,False,1,"33.780938, -118.1598328"
A592389,HAPPY,DOG,BLACK,BROWN,Spayed,2008-09-01,2021-04-28,NORMAL,OWNER SURRENDER,FIELD,,2021-09-25,"17400 HARVEST AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,K9KISMET,33.8727593,-118.0913727,Alive on Intake,False,1,"33.8727593, -118.0913727"
A676111,BOWE,DOG,BLACK,WHITE,Neutered,2014-05-29,2022-05-29,ILL MODERATETE,QUARANTINE,,,2022-06-12,"17415 VEIRRA AVE, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,WALKIN,33.8728482,-118.0341382,Alive on Intake,False,1,"33.8728482, -118.0341382"
A725222,*POPCORN,DOG,GRAY,WHITE,Spayed,2022-07-22,2024-07-21,NORMAL,STRAY,FIELD,,2025-01-03,"1100 WALNUT AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,K9KISMET,33.7810322,-118.1718117,Alive on Intake,False,1,"33.7810322, -118.1718117"
A678644,APPA,DOG,BLACK,BROWN,Male,2022-01-01,2022-12-27,NORMAL,STRAY,OTC,,2022-12-27,"11000 BLK ARTESIA BLVD, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,,33.8728649,-118.0996396,Alive on Intake,False,1,"33.8728649, -118.0996396"
A657502,*OWEN,DOG,TAN,,Neutered,2018-05-16,2021-05-16,NORMAL,STRAY,OTC,,2021-06-26,"3300 BLK SOUTH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8602116,-118.153611,Alive on Intake,False,1,"33.8602116, -118.153611"
A631461,ROCKY,DOG,BLACK,BROWN,Neutered,2012-05-09,2021-05-09,NORMAL,OWNER SURRENDER,OTC,COST,2021-05-09,"11000 BLK BOS ST, CERRITOS, CA 90703",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8549669,-118.0945162,Alive on Intake,True,0,"33.8549669, -118.0945162"
A712711,FLUFFY,DOG,BLACK,BROWN,Neutered,2016-01-06,2024-01-03,NORMAL,STRAY,OTC,,2024-01-21,11000 BLK BRADFORD CIRCLE CERRITOS CA 90703,CERRITOS,ADOPTION,WEB,33.8513223,-118.0987025,Alive on Intake,False,1,"33.8513223, -118.0987025"
A635598,,DOG,BLACK,GRAY,Male,2013-11-02,2019-11-02,NORMAL,STRAY,OTC,,2019-11-08,"17500 GRAYSTONE AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8718092,-118.0933241,Alive on Intake,False,1,"33.8718092, -118.0933241"
A659794,UKI,DOG,BLACK,WHITE,Spayed,2019-07-02,2021-07-02,NORMAL,STRAY,OTC,,2021-09-30,"3300 BLK WOODRUFF AVE, LONG BEACH, CA 90808",LONG BEACH,FOSTER TO ADOPT,,33.8169677,-118.1163239,Alive on Intake,False,1,"33.8169677, -118.1163239"
A637963,ROSÉ,DOG,BROWN,WHITE,Spayed,2011-01-17,2019-12-27,NORMAL,STRAY,FIELD,,2020-01-17,"3300 CERRITOS, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,WALKIN,33.810424,-118.069538,Alive on Intake,False,1,"33.810424, -118.069538"
A680430,STRYKER,DOG,BLACK,,Spayed,2021-04-20,2022-07-20,INJURED  MODERATE,OWNER SURRENDER,FIELD,,2022-07-23,"11000 BLK SOUTH ST, CERRITOS, CA 90703",CERRITOS,ADOPTION,,33.858407,-118.0994988,Alive on Intake,False,1,"33.858407, -118.0994988"
A518251,LEXI,DOG,BROWN,WHITE,Spayed,2013-03-16,2019-08-15,NORMAL,OWNER SURRENDER,OTC,,2019-08-17,"3300 CLARK AVE, LONG BEACH, CA 90808",LONG BEACH,EUTHANASIA,BEH SEVERE,33.8172693,-118.1335006,Alive on Intake,True,0,"33.8172693, -118.1335006"
A585643,*OLIVER,DOG,BROWN,WHITE,Neutered,2014-02-10,2017-02-10,INJURED  MILD,STRAY,FIELD,,2017-03-15,"3300 DE FOREST AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WALKIN,33.8170377,-118.2040397,Alive on Intake,False,1,"33.8170377, -118.2040397"
A613034,*SNOWFLAKE,DOG,WHITE,,Spayed,2017-08-18,2018-09-08,NORMAL,OWNER SURRENDER,OTC,ALLERGIC,2018-09-13,"17700 BLK IBBETSON AVE, BELLFLOWER, CA 90706",OUT OF AREA,RESCUE,AHM4EVER,33.87184560000001,-118.1183464,Alive on Intake,False,1,"33.87184560000001, -118.1183464"
A667791,MAXS,DOG,BLACK,TAN,Neutered,2019-12-08,2021-12-08,NORMAL,STRAY,OTC,,2021-12-29,"3300 E 65TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8720719,-118.1546083,Alive on Intake,False,1,"33.8720719, -118.1546083"
A597921,THEMIS SEBASTIAN,DOG,BLACK,BROWN,Neutered,2016-09-28,2017-09-28,NORMAL,STRAY,FIELD,,2017-10-04,"11000 BRADFORD CIR, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,33.8513223,-118.0987025,Alive on Intake,False,1,"33.8513223, -118.0987025"
A639078,RAIDER,DOG,BLACK,WHITE,Neutered,2015-01-26,2022-04-01,NORMAL,WELFARE SEIZED,POLICE,,2022-04-02,"17700 STUDEBAKER RD, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,WALKIN,33.8693411,-118.0988423,Alive on Intake,False,1,"33.8693411, -118.0988423"
A723972,MOMO,DOG,BROWN,,Male,,2024-07-05,NORMAL,STRAY,OTC,,2024-07-06,17900 BLK FAY CIR CERRITOS CA 90703,CERRITOS,RETURN TO OWNER,WALKIN,33.8682754,-118.0923127,Alive on Intake,False,1,"33.8682754, -118.0923127"
A668571,ISABELLA,DOG,BROWN,BLACK,Spayed,2013-12-28,2021-12-26,ILL SEVERE,STRAY,FIELD,,2022-01-02,"11000 HIBBING ST, CERRITOS, CA 90703",CERRITOS,FOSTER TO ADOPT,,33.8577526,-118.0988033,Alive on Intake,False,1,"33.8577526, -118.0988033"
A609604,RYLIE,DOG,TAN,WHITE,Spayed,2016-06-13,2018-06-13,NORMAL,STRAY,OTC,,2018-06-13,"3300 WOODRUFF AVE, LONG BEACH, CA 90808",LONG BEACH,RETURN TO OWNER,WALKIN,33.8169677,-118.1163239,Alive on Intake,False,1,"33.8169677, -118.1163239"
A590184,SILVER,DOG,GOLD,,Neutered,2009-05-12,2017-05-12,NORMAL,OWNER SURRENDER,OTC,ALLERGIC,2017-05-13,"11000 REAGAN AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,,33.8029206,-118.0692882,Alive on Intake,False,1,"33.8029206, -118.0692882"
A720145,*MOONSTRUCK,DOG,BLACK,BROWN,Spayed,2021-11-03,2024-05-03,NORMAL,STRAY,OTC,,2024-05-26,"11001 166TH ST, CERRITOS, CA 90703",CERRITOS,ADOPTION,WEB,33.8806822,-118.0983342,Alive on Intake,False,1,"33.8806822, -118.0983342"
A587904,,DOG,TAN,WHITE,Female,2015-03-31,2017-03-31,NORMAL,STRAY,OTC,,2017-04-06,"17TH ST / JUNIPERO AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7880466,-118.1633163,Alive on Intake,False,1,"33.7880466, -118.1633163"
A609173,*EARL GREY,DOG,BLACK,TAN,Male,2017-06-06,2018-06-06,NORMAL,STRAY,FIELD,,2018-08-08,"1109 BENNETT AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,OTHER RESC,33.7810753,-118.1428746,Alive on Intake,False,1,"33.7810753, -118.1428746"
A728343,THOR,DOG,BLUE,,Male,2016-09-10,2024-09-10,INJURED  MILD,STRAY,ABAN FIELD,,2024-09-12,"335 E COOLIDGE ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8736181,-118.1953918,Alive on Intake,False,1,"33.8736181, -118.1953918"
A661999,*ELEKTRA,DOG,GRAY,,Spayed,,2021-08-18,ILL MILD,STRAY,FIELD,,2021-09-07,"11100 BINGHAM ST, CERRTITOS, CA 90703",CERRITOS,ADOPTION,WEB,33.8536106,-118.0970819,Alive on Intake,False,1,"33.8536106, -118.0970819"
A585866,*ADELE,DOG,WHITE,GRAY,Spayed,2016-02-16,2017-02-16,NORMAL,STRAY,FIELD,,2017-03-15,"17TH ST / ORANGE AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7880391,-118.1762889,Alive on Intake,False,1,"33.7880391, -118.1762889"
A736007,CAPTAIN,DOG,TAN,WHITE,Neutered,2017-01-29,2025-01-26,NORMAL,STRAY,FIELD,,2025-01-29,"335 E COOLIDGE ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.8736181,-118.1953918,Alive on Intake,False,1,"33.8736181, -118.1953918"
A588856,POPCORN,DOG,WHITE,,Neutered,2014-08-01,2017-04-19,NORMAL,OWNER SURRENDER,FIELD,,2017-04-26,"3350 ATLANTIC AVE, LONG BEACH, CA 90807",LONG BEACH,RESCUE,BICHONFUR,33.8180548,-118.1846313,Alive on Intake,False,1,"33.8180548, -118.1846313"
A635811,*CRUSH,DOG,BROWN,WHITE,Male,2018-11-06,2019-11-06,NORMAL,STRAY,OTC,,2019-11-10,"1800 BLK ATLANTIC AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.7900714,-118.1847415,Alive on Intake,False,1,"33.7900714, -118.1847415"
A659740,LUCKY,DOG,BROWN,,Male,2019-07-03,2021-07-03,NORMAL,OWNER SURRENDER,FIELD,BITES,2021-11-19,"1800 BLK CANAL AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,BEH SEVERE,33.78991860000001,-118.21382,Alive on Intake,True,0,"33.78991860000001, -118.21382"
A708750,*VALKYRIE,DOG,BLACK,WHITE,Spayed,2022-04-13,2023-10-13,NORMAL,WELFARE SEIZED,EVICTION,,2023-12-21,3400 BLK 67TH ST,LONG BEACH,ADOPTION,WEB,33.8762965,-118.1523595,Alive on Intake,False,1,"33.8762965, -118.1523595"
A664053,*TREBLE,DOG,WHITE,BROWN,Neutered,2020-09-19,2021-12-05,NORMAL,RETURN,ADOPTION,OTHER PET,2021-12-07,"11100 MIDWAY DR, LOS ALAMITOS, CA 90720",LOS ALAMITOS,TRANSFER,SPCALA,33.8015017,-118.049577,Alive on Intake,False,1,"33.8015017, -118.049577"
A708762,*VINNY,DOG,BROWN,BLACK,Male,2023-04-13,2023-10-13,NORMAL,WELFARE SEIZED,EVICTION,,2023-10-22,3400 BLK 67TH ST,LONG BEACH,ADOPTION,,33.8762965,-118.1523595,Alive on Intake,False,1,"33.8762965, -118.1523595"
A708758,*VIVIAN,DOG,BLACK,BROWN,Spayed,2023-04-13,2023-10-13,NORMAL,WELFARE SEIZED,EVICTION,,2023-10-28,3400 BLK 67TH ST,LONG BEACH,ADOPTION,,33.8762965,-118.1523595,Alive on Intake,False,1,"33.8762965, -118.1523595"
A619949,,DOG,FAWN,,Female,2015-01-08,2019-01-08,INJURED  MILD,STRAY,FIELD,,2019-01-12,"1800 BLK CHERRY AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7898607,-118.1676429,Alive on Intake,True,0,"33.7898607, -118.1676429"
A708761,*VLAD,DOG,BLACK,WHITE,Neutered,2023-06-13,2023-10-13,NORMAL,WELFARE SEIZED,EVICTION,,2023-11-08,3400 BLK 67TH ST,LONG BEACH,ADOPTION,,33.8762965,-118.1523595,Alive on Intake,False,1,"33.8762965, -118.1523595"
A640150,OATMEAL,DOG,WHITE,BROWN,Male,2017-02-19,2020-02-19,NORMAL,STRAY,OTC,,2020-02-29,"1800 BLK CHERRY AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.7898607,-118.1676429,Alive on Intake,False,1,"33.7898607, -118.1676429"
A584431,ZOLA,DOG,BROWN,BLACK,Female,2015-01-12,2017-01-12,NORMAL,STRAY,OTC,,2017-01-13,"11110 ALONDRA BLVD, NORWALK, CA 90650",SEAACA,RETURN TO OWNER,WALKIN,33.8857027,-118.0990606,Alive on Intake,False,1,"33.8857027, -118.0990606"
A697711,COOKIE,DOG,BROWN,,Male,2019-04-28,2023-04-28,NORMAL,STRAY,OTC,,2023-05-04,3400 BLK ARTESIA LB 90805,LONG BEACH,RETURN TO OWNER,,33.8743864,-118.1524712,Alive on Intake,False,1,"33.8743864, -118.1524712"
A656398,CHAPO,DOG,TAN,,Male,2019-10-17,2021-04-17,NORMAL,STRAY,OTC,,2021-04-17,"1800 BLK CHERRY AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.7898607,-118.1676429,Alive on Intake,False,1,"33.7898607, -118.1676429"
A709443,MONEY,DOG,BLUE BRIND,,Female,2021-10-27,2024-04-07,ILL SEVERE,OWNER SURRENDER,FIELD,,2024-04-07,"1118 CEDAR AVEM KING BEACH CA, 90813",LONG BEACH,DIED,AT VET,33.7804578,-118.1947085,Alive on Intake,True,0,"33.7804578, -118.1947085"
A635454,TUCSON,DOG,BLACK,,Neutered,2013-10-28,2023-02-20,NORMAL,WELFARE SEIZED,VICIOUS,,2023-04-26,3400 BLK CHARLEMAGNE,LONG BEACH,RETURN TO OWNER,,33.8188957,-118.1304351,Alive on Intake,False,1,"33.8188957, -118.1304351"
A252701,UNKNOWN,DOG,BROWN,,Female,2017-07-17,2017-06-10,NORMAL,STRAY,FIELD,,2017-06-10,"3400 BLK CHARLEMGANE AVE, LONG BEACH, CA 90808",LONG BEACH,RETURN TO OWNER,MICROCHIP,33.8188957,-118.1304351,Alive on Intake,False,1,"33.8188957, -118.1304351"
A566479,LUCY,DOG,TRICOLOR,,Spayed,2014-08-25,2021-11-27,INJURED  MILD,STRAY,FIELD,,2021-11-28,"3400 BLK CLARK AVE, LONG BEACH, CA 90808",LONG BEACH,RETURN TO OWNER,WALKIN,33.8188651,-118.1339506,Alive on Intake,False,1,"33.8188651, -118.1339506"
A710801,COCO,DOG,WHITE,,Female,2022-11-18,2023-11-18,NORMAL,STRAY,OTC,,2023-11-19,1800 BLK CHESTNUT LONG BEACH CA 90801,LONG BEACH,RETURN TO OWNER,WALKIN,33.7705139,-118.187732,Alive on Intake,False,1,"33.7705139, -118.187732"
A734589,*KAHUNA,DOG,BLACK,BROWN,Neutered,2021-12-27,2024-12-27,NORMAL,STRAY,OTC,,2025-04-13,"1800 BLK CLARK AVE, LONG BEACH 90815",LONG BEACH,ADOPTION,WEB,33.7898031,-118.1340495,Alive on Intake,False,1,"33.7898031, -118.1340495"
A636493,*BUDDY BEAR,DOG,TAN,WHITE,Male,2018-11-20,2019-11-20,INJURED  MILD,STRAY,OTC,,2019-12-13,"3400 BLK E CURRY ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,KITTYKATCH,33.8662715,-118.153388,Alive on Intake,False,1,"33.8662715, -118.153388"
A584292,*DAISY,DOG,WHITE,,Spayed,2009-01-10,2017-01-08,INJURED  MILD,STRAY,FIELD,,2017-02-11,"1800 BLK DAISY AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSPORT,OTHER RESC,33.7898693,-118.1992713,Alive on Intake,False,1,"33.7898693, -118.1992713"
A620028,COCO,DOG,BLACK,,Spayed,2017-10-10,2019-03-21,NORMAL,OWNER SURRENDER,OTC,MOVE,2019-03-22,"1800 BLK DAWSON AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,TRANSFER,SPCALA,33.7904411,-118.165234,Alive on Intake,False,1,"33.7904411, -118.165234"
A640531,,DOG,TAN,RED,Male,2017-02-28,2020-02-28,NORMAL,STRAY,OTC,,2020-03-05,"3400 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7896274,-118.151579,Alive on Intake,False,1,"33.7896274, -118.151579"
A685202,*BRUCE,DOG,WHITE,BLACK,Neutered,2017-09-26,2022-09-26,NORMAL,STRAY,FIELD,,2023-03-22,"1800 BLK E 4TH ST, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,,33.7714446,-118.1697967,Alive on Intake,False,1,"33.7714446, -118.1697967"
A638960,ZOE,DOG,CREAM,,Spayed,2016-01-24,2019-11-01,NORMAL,STRAY,OTC,,2019-11-11,"3400 BLK E WILLOW ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.804359,-118.1513668,Alive on Intake,False,1,"33.804359, -118.1513668"
A666568,SAM,DOG,TAN,GRAY,Neutered,2013-11-10,2021-11-10,NORMAL,STRAY,OTC,,2021-11-10,"1800 BLK E 4TH ST, LONG BEACH, CA 90802",LONG BEACH,RETURN TO OWNER,WALKIN,33.7714446,-118.1697967,Alive on Intake,False,1,"33.7714446, -118.1697967"
A637698,JAY JAY,DOG,BL BRINDLE,,Neutered,2018-12-18,2019-12-18,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2020-02-29,"3400 BLK ELM AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WALKIN,33.8189519,-118.1879474,Alive on Intake,False,1,"33.8189519, -118.1879474"
A725849,*MARBLE,DOG,BLACK,BR BRINDLE,Spayed,2023-07-30,2024-07-29,NORMAL,STRAY,ABAN FIELD,,2024-08-15,"3400 BLK GOLDEN AVE, LONG BEACH, CA",LONG BEACH,ADOPTION,WEB,33.819639,-118.202081,Alive on Intake,False,1,"33.819639, -118.202081"
A621498,MELODY,DOG,BROWN,,Spayed,2018-02-09,2019-02-09,NORMAL,OWNER SURRENDER,OTC,,2019-02-10,"1800 BLK E 60TH ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8642176,-118.1705588,Alive on Intake,False,1,"33.8642176, -118.1705588"
A725848,*TIGER,DOG,BRN MERLE,,Neutered,2023-07-30,2024-07-29,NORMAL,STRAY,ABAN FIELD,,2024-08-10,"3400 BLK GOLDEN AVE, LONG BEACH, CA",LONG BEACH,ADOPTION,,33.819639,-118.202081,Alive on Intake,False,1,"33.819639, -118.202081"
A704569,*QUENTIN,DOG,BR BRINDLE,WHITE,Neutered,2019-08-10,2023-08-10,NORMAL,STRAY,OTC,,2023-09-06,11300 BLK 183RD STREET CERRITOS CA 90701,CERRITOS,ADOPTION,,33.8653529,-118.0930283,Alive on Intake,False,1,"33.8653529, -118.0930283"
A681569,*BINKY,DOG,GRAY,,Male,2018-08-06,2022-08-06,NORMAL,STRAY,FIELD,,2022-08-11,"3400 BLK GOLDEN AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,UNDERDOGHE,33.819639,-118.202081,Alive on Intake,False,1,"33.819639, -118.202081"
A672079,*BRODERICK,DOG,BROWN,,Male,2020-03-22,2022-03-22,NORMAL,STRAY,FIELD,,2022-04-09,"3400 BLK GOLDEN AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,AMORE4DOG,33.819639,-118.202081,Alive on Intake,False,1,"33.819639, -118.202081"
A686812,JOLLY,DOG,BLACK,GRAY,Male,,2022-10-14,NORMAL,STRAY,OTC,,2022-10-19,"3400 BLK GOLDEN AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,33.819639,-118.202081,Alive on Intake,False,1,"33.819639, -118.202081"
A700399,ROCCO,DOG,RED,,Neutered,2021-06-08,2023-06-08,NORMAL,STRAY,OTC,,2023-06-15,11300 BLK SOUTH STREET CERRITOS 90703,CERRITOS,ADOPTION,WEB,33.85812,-118.0931102,Alive on Intake,False,1,"33.85812, -118.0931102"
